Ano;Mes;data;Distrito;Concelho;Freguesia;Tipo de Serviço;Ordens Serviço Realizadas (#);CodDistritoConcelhoFreguesia
2024;1;2024-01;Viseu;Moimenta da Beira;Passô;Reposição de Potência Contratada;1;180713
2024;1;2024-01;Viseu;Moimenta da Beira;Sarzedo;Servico Alteração Contractual;1;180717
2024;1;2024-01;Viseu;Moimenta da Beira;União das freguesias de Peva e Segões;Reposição de Potência Contratada;1;180723
2024;1;2024-01;Viseu;Moimenta da Beira;União das freguesias de Peva e Segões;Redução de Potência Contratada;2;180723
2024;1;2024-01;Viseu;Mortágua;Cercosa;Serviço de Corte e Re-Ligação;1;180802
2024;1;2024-01;Viseu;Mortágua;Cercosa;Servico Alteração Contractual;1;180802
2024;1;2024-01;Viseu;Mortágua;Espinho;Redução de Potência Contratada;1;180804
2024;1;2024-01;Viseu;Mortágua;Marmeleira;Serviço de Corte e Re-Ligação;1;180805
2024;1;2024-01;Viseu;Mortágua;Marmeleira;Reposição de Potência Contratada;2;180805
2024;1;2024-01;Viseu;Mortágua;Pala;Reposição de Potência Contratada;1;180807
2024;1;2024-01;Viseu;Mortágua;Sobral;Configuração de EMI;1;180808
2024;1;2024-01;Viseu;Mortágua;Sobral;Reposição de Potência Contratada;4;180808
2024;1;2024-01;Viseu;Mortágua;Trezói;Serviço de Corte e Re-Ligação;1;180809
2024;1;2024-01;Viseu;Mortágua;Trezói;Reposição de Potência Contratada;1;180809
2024;1;2024-01;Viseu;Mortágua;União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;Redução de Potência Contratada;14;180811
2024;1;2024-01;Viseu;Nelas;Canas de Senhorim;Redução de Potência Contratada;9;180901
2024;1;2024-01;Viseu;Nelas;Nelas;Servico Alteração Contractual;21;180903
2024;1;2024-01;Viseu;Nelas;Nelas;Redução de Potência Contratada;11;180903
2024;1;2024-01;Viseu;Nelas;União das freguesias de Carvalhal Redondo e Aguieira;Servico Alteração Contractual;1;180910
2024;1;2024-01;Viseu;Oliveira de Frades;Pinheiro;Redução de Potência Contratada;5;181005
2024;1;2024-01;Viseu;Oliveira de Frades;Pinheiro;Reposição de Potência Contratada;2;181005
2024;1;2024-01;Viseu;Oliveira de Frades;Pinheiro;Servico Alteração Contractual;4;181005
2024;1;2024-01;Viseu;Oliveira de Frades;União das freguesias de Arca e Varzielas;Serviço de Corte e Re-Ligação;1;181013
2024;1;2024-01;Viseu;Oliveira de Frades;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;Serviço de Corte e Re-Ligação;4;181015
2024;1;2024-01;Viseu;Penalva do Castelo;Castelo de Penalva;Redução de Potência Contratada;2;181102
2024;1;2024-01;Viseu;Penalva do Castelo;Esmolfe;Reposição de Potência Contratada;1;181103
2024;1;2024-01;Viseu;Penalva do Castelo;Esmolfe;Redução de Potência Contratada;1;181103
2024;1;2024-01;Viseu;Penalva do Castelo;Germil;REMOTE_ICP_CONFIGURATION;1;181104
2024;1;2024-01;Viseu;Penalva do Castelo;Lusinde;Redução de Potência Contratada;1;181106
2024;1;2024-01;Viseu;Penalva do Castelo;Pindo;Redução de Potência Contratada;6;181109
2024;1;2024-01;Viseu;Penalva do Castelo;Pindo;Configuração de EMI;1;181109
2024;1;2024-01;Viseu;Penalva do Castelo;Sezures;Reposição de Potência Contratada;2;181111
2024;1;2024-01;Viseu;Penalva do Castelo;Sezures;Configuração de EMI;1;181111
2024;1;2024-01;Viseu;Penalva do Castelo;União das freguesias de Antas e Matela;Reposição de Potência Contratada;1;181114
2024;1;2024-01;Viseu;Penalva do Castelo;União das freguesias de Antas e Matela;Servico Alteração Contractual;1;181114
2024;1;2024-01;Viseu;Penalva do Castelo;Ínsua;Servico Alteração Contractual;8;181105
2024;1;2024-01;Viseu;Penalva do Castelo;Ínsua;Redução de Potência Contratada;13;181105
2024;1;2024-01;Viseu;Penedono;Beselga;Servico Alteração Contractual;1;181202
2024;1;2024-01;Viseu;Penedono;Penela da Beira;Configuração de EMI;1;181207
2024;1;2024-01;Viseu;Penedono;Souto;Reposição de Potência Contratada;1;181209
2024;1;2024-01;Viseu;Penedono;União das freguesias de Penedono e Granja;Servico Alteração Contractual;9;181211
2024;1;2024-01;Viseu;Resende;Cárquere;Redução de Potência Contratada;1;181303
2024;1;2024-01;Viseu;Resende;São Martinho de Mouros;Reposição de Potência Contratada;3;181314
2024;1;2024-01;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;Servico Alteração Contractual;4;181316
2024;1;2024-01;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;Redução de Potência Contratada;2;181316
2024;1;2024-01;Viseu;Santa Comba Dão;Pinheiro de Ázere;Configuração de EMI;1;181403
2024;1;2024-01;Viseu;Santa Comba Dão;São Joaninho;Serviço de Corte e Re-Ligação;1;181405
2024;1;2024-01;Viseu;Santa Comba Dão;São Joaninho;Redução de Potência Contratada;2;181405
2024;1;2024-01;Viseu;Santa Comba Dão;São João de Areias;Servico Alteração Contractual;4;181406
2024;1;2024-01;Viseu;Santa Comba Dão;União das freguesias de Ovoa e Vimieiro;Reposição de Potência Contratada;7;181410
2024;1;2024-01;Viseu;Santa Comba Dão;União das freguesias de Santa Comba Dão e Couto do Mosteiro;Reposição de Potência Contratada;17;181411
2024;1;2024-01;Viseu;Sernancelhe;Cunha;Serviço de Corte e Re-Ligação;1;181804
2024;1;2024-01;Viseu;Sernancelhe;União das freguesias de Sernancelhe e Sarzeda;Reposição de Potência Contratada;4;181821
2024;1;2024-01;Viseu;Sernancelhe;União das freguesias de Sernancelhe e Sarzeda;Serviço de Corte e Re-Ligação;3;181821
2024;1;2024-01;Viseu;Sernancelhe;União das freguesias de Sernancelhe e Sarzeda;Servico Alteração Contractual;7;181821
2024;1;2024-01;Viseu;Sernancelhe;Vila da Ponte;Configuração de EMI;1;181817
2024;1;2024-01;Viseu;Sernancelhe;Vila da Ponte;Reposição de Potência Contratada;1;181817
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;Redução de Potência Contratada;6;181704
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;Serviço de Corte e Re-Ligação;4;181704
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;Servico Alteração Contractual;3;181704
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;Configuração de EMI;2;181704
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;Reposição de Potência Contratada;5;181704
2024;1;2024-01;Viseu;Sátão;Mioma;Servico Alteração Contractual;2;181706
2024;1;2024-01;Viseu;Sátão;Silvã de Cima;Configuração de EMI;1;181711
2024;1;2024-01;Viseu;Sátão;Sátão;Serviço de Corte e Re-Ligação;6;181710
2024;1;2024-01;Viseu;Sátão;São Miguel de Vila Boa;Redução de Potência Contratada;1;181709
2024;1;2024-01;Viseu;Sátão;União das freguesias de Romãs, Decermilo e Vila Longa;Reposição de Potência Contratada;4;181714
2024;1;2024-01;Viseu;São João da Pesqueira;Nagozelo do Douro;Servico Alteração Contractual;2;181504
2024;1;2024-01;Viseu;São João da Pesqueira;Riodades;Serviço de Corte e Re-Ligação;2;181507
2024;1;2024-01;Viseu;São João da Pesqueira;Soutelo do Douro;Servico Alteração Contractual;2;181509
2024;1;2024-01;Viseu;São João da Pesqueira;União das freguesias de São João da Pesqueira e Várzea de Trevões;Servico Alteração Contractual;4;181515
2024;1;2024-01;Viseu;São João da Pesqueira;União das freguesias de Trevões e Espinhosa;Servico Alteração Contractual;1;181516
2024;1;2024-01;Viseu;São João da Pesqueira;Vale de Figueira;Redução de Potência Contratada;2;181511
2024;1;2024-01;Viseu;São João da Pesqueira;Vale de Figueira;Servico Alteração Contractual;1;181511
2024;1;2024-01;Viseu;São Pedro do Sul;Bordonhos;Redução de Potência Contratada;3;181602
2024;1;2024-01;Viseu;São Pedro do Sul;Bordonhos;Servico Alteração Contractual;2;181602
2024;1;2024-01;Viseu;São Pedro do Sul;Figueiredo de Alva;Redução de Potência Contratada;4;181606
2024;1;2024-01;Viseu;São Pedro do Sul;Figueiredo de Alva;Configuração de EMI;1;181606
2024;1;2024-01;Viseu;São Pedro do Sul;Figueiredo de Alva;Reposição de Potência Contratada;4;181606
2024;1;2024-01;Viseu;São Pedro do Sul;Manhouce;Servico Alteração Contractual;2;181607
2024;1;2024-01;Viseu;São Pedro do Sul;Manhouce;Reposição de Potência Contratada;1;181607
2024;1;2024-01;Viseu;São Pedro do Sul;União das freguesias de Carvalhais e Candal;Servico Alteração Contractual;1;181620
2024;1;2024-01;Viseu;São Pedro do Sul;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;Redução de Potência Contratada;5;181621
2024;1;2024-01;Viseu;São Pedro do Sul;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;REMOTE_ICP_CONFIGURATION;1;181621
2024;1;2024-01;Viseu;São Pedro do Sul;União das freguesias de São Pedro do Sul, Várzea e Baiões;REMOTE_ICP_CONFIGURATION;1;181623
2024;1;2024-01;Viseu;São Pedro do Sul;Vila Maior;REMOTE_ICP_CONFIGURATION;1;181619
2024;1;2024-01;Viseu;São Pedro do Sul;Vila Maior;Reposição de Potência Contratada;2;181619
2024;1;2024-01;Viseu;Tabuaço;Adorigo;Configuração de EMI;1;181901
2024;1;2024-01;Viseu;Tabuaço;Chavães;Servico Alteração Contractual;1;181904
2024;1;2024-01;Viseu;Tabuaço;Sendim;Reposição de Potência Contratada;1;181913
2024;1;2024-01;Viseu;Tabuaço;Tabuaço;Serviço de Corte e Re-Ligação;1;181914
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Barcos e Santa Leocádia;Servico Alteração Contractual;1;181918
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Paradela e Granjinha;Servico Alteração Contractual;2;181919
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Távora e Pereiro;Servico Alteração Contractual;2;181921
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Távora e Pereiro;Redução de Potência Contratada;1;181921
2024;1;2024-01;Viseu;Tabuaço;Valença do Douro;Redução de Potência Contratada;2;181917
2024;1;2024-01;Viseu;Tarouca;Mondim da Beira;Redução de Potência Contratada;7;182004
2024;1;2024-01;Viseu;Tarouca;União das freguesias de Gouviães e Ucanha;Redução de Potência Contratada;3;182011
2024;1;2024-01;Viseu;Tarouca;União das freguesias de Granja Nova e Vila Chã da Beira;Redução de Potência Contratada;2;182012
2024;1;2024-01;Viseu;Tarouca;União das freguesias de Tarouca e Dálvares;Serviço de Corte e Re-Ligação;17;182013
2024;1;2024-01;Viseu;Tarouca;Várzea da Serra;Servico Alteração Contractual;1;182009
2024;1;2024-01;Viseu;Tarouca;Várzea da Serra;Redução de Potência Contratada;3;182009
2024;1;2024-01;Viseu;Tarouca;Várzea da Serra;Serviço de Corte e Re-Ligação;1;182009
2024;1;2024-01;Viseu;Tondela;Campo de Besteiros;Redução de Potência Contratada;1;182102
2024;1;2024-01;Viseu;Tondela;Campo de Besteiros;Servico Alteração Contractual;4;182102
2024;1;2024-01;Viseu;Tondela;Canas de Santa Maria;Reposição de Potência Contratada;4;182103
2024;1;2024-01;Viseu;Tondela;Canas de Santa Maria;Servico Alteração Contractual;1;182103
2024;1;2024-01;Viseu;Tondela;Dardavaz;Servico Alteração Contractual;2;182106
2024;1;2024-01;Viseu;Tondela;Guardão;Servico Alteração Contractual;2;182108
2024;1;2024-01;Viseu;Tondela;Lajeosa do Dão;Redução de Potência Contratada;1;182109
2024;1;2024-01;Viseu;Tondela;Lajeosa do Dão;Serviço de Corte e Re-Ligação;1;182109
2024;1;2024-01;Viseu;Tondela;Lobão da Beira;Servico Alteração Contractual;3;182110
2024;1;2024-01;Viseu;Tondela;Molelos;Redução de Potência Contratada;2;182111
2024;1;2024-01;Viseu;Tondela;Parada de Gonta;Reposição de Potência Contratada;1;182116
2024;1;2024-01;Viseu;Tondela;Santiago de Besteiros;Reposição de Potência Contratada;1;182118
2024;1;2024-01;Viseu;Tondela;Tonda;Serviço de Corte e Re-Ligação;1;182122
2024;1;2024-01;Viseu;Tondela;Tonda;Reposição de Potência Contratada;4;182122
2024;1;2024-01;Viseu;Tondela;União das freguesias de Barreiro de Besteiros e Tourigo;Servico Alteração Contractual;5;182127
2024;1;2024-01;Viseu;Tondela;União das freguesias de Barreiro de Besteiros e Tourigo;Reposição de Potência Contratada;3;182127
2024;1;2024-01;Viseu;Tondela;União das freguesias de Caparrosa e Silvares;Reposição de Potência Contratada;3;182128
2024;1;2024-01;Viseu;Tondela;União das freguesias de Caparrosa e Silvares;Redução de Potência Contratada;3;182128
2024;1;2024-01;Viseu;Tondela;União das freguesias de Caparrosa e Silvares;Servico Alteração Contractual;1;182128
2024;1;2024-01;Viseu;Tondela;União das freguesias de São João do Monte e Mosteirinho;Redução de Potência Contratada;2;182130
2024;1;2024-01;Viseu;Tondela;União das freguesias de São João do Monte e Mosteirinho;Reposição de Potência Contratada;2;182130
2024;1;2024-01;Viseu;Tondela;União das freguesias de São João do Monte e Mosteirinho;Serviço de Corte e Re-Ligação;1;182130
2024;1;2024-01;Viseu;Tondela;União das freguesias de Tondela e Nandufe;Serviço de Corte e Re-Ligação;6;182132
2024;1;2024-01;Viseu;Vila Nova de Paiva;Queiriga;Serviço de Corte e Re-Ligação;3;182204
2024;1;2024-01;Viseu;Vila Nova de Paiva;Queiriga;Redução de Potência Contratada;2;182204
2024;1;2024-01;Viseu;Vila Nova de Paiva;Touro;Servico Alteração Contractual;1;182205
2024;1;2024-01;Viseu;Vila Nova de Paiva;Touro;Reposição de Potência Contratada;1;182205
2024;1;2024-01;Viseu;Vila Nova de Paiva;Touro;Redução de Potência Contratada;2;182205
2024;1;2024-01;Viseu;Vila Nova de Paiva;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;Servico Alteração Contractual;6;182208
2024;1;2024-01;Viseu;Vila Nova de Paiva;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;Reposição de Potência Contratada;8;182208
2024;1;2024-01;Viseu;Vila Nova de Paiva;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;Redução de Potência Contratada;7;182208
2024;1;2024-01;Viseu;Vila Nova de Paiva;Vila Cova à Coelheira;Servico Alteração Contractual;5;182206
2024;1;2024-01;Viseu;Vila Nova de Paiva;Vila Cova à Coelheira;Serviço de Corte e Re-Ligação;1;182206
2024;1;2024-01;Viseu;Vila Nova de Paiva;Vila Cova à Coelheira;Configuração de EMI;2;182206
2024;1;2024-01;Viseu;Viseu;Abraveses;Redução de Potência Contratada;31;182301
2024;1;2024-01;Viseu;Viseu;Bodiosa;Reposição de Potência Contratada;5;182304
2024;1;2024-01;Viseu;Viseu;Calde;Redução de Potência Contratada;5;182305
2024;1;2024-01;Viseu;Viseu;Campo;Reposição de Potência Contratada;11;182306
2024;1;2024-01;Viseu;Viseu;Campo;Redução de Potência Contratada;18;182306
2024;1;2024-01;Viseu;Viseu;Coutos de Viseu;Servico Alteração Contractual;3;182337
2024;1;2024-01;Viseu;Viseu;Lordosa;Servico Alteração Contractual;7;182316
2024;1;2024-01;Viseu;Viseu;Orgens;Servico Alteração Contractual;14;182319
2024;1;2024-01;Viseu;Viseu;Povolide;Redução de Potência Contratada;2;182320
2024;1;2024-01;Viseu;Viseu;Ranhados;Configuração de EMI;2;182321
2024;1;2024-01;Viseu;Viseu;Ranhados;Serviço de Corte e Re-Ligação;3;182321
2024;1;2024-01;Viseu;Viseu;Ranhados;Redução de Potência Contratada;15;182321
2024;1;2024-01;Viseu;Viseu;Repeses e São Salvador;Serviço de Corte e Re-Ligação;6;182339
2024;1;2024-01;Viseu;Viseu;Repeses e São Salvador;Configuração de EMI;1;182339
2024;1;2024-01;Viseu;Viseu;Ribafeita;Servico Alteração Contractual;1;182322
2024;1;2024-01;Viseu;Viseu;Rio de Loba;Servico Alteração Contractual;36;182323
2024;1;2024-01;Viseu;Viseu;Rio de Loba;Redução de Potência Contratada;26;182323
2024;1;2024-01;Viseu;Viseu;Rio de Loba;Reposição de Potência Contratada;22;182323
2024;1;2024-01;Viseu;Viseu;Santos Evos;Redução de Potência Contratada;4;182325
2024;1;2024-01;Viseu;Viseu;Santos Evos;Serviço de Corte e Re-Ligação;1;182325
2024;1;2024-01;Viseu;Viseu;Silgueiros;Reposição de Potência Contratada;4;182317
2024;1;2024-01;Viseu;Viseu;Silgueiros;Servico Alteração Contractual;4;182317
2024;1;2024-01;Viseu;Viseu;São Cipriano e Vil de Souto;Reposição de Potência Contratada;2;182340
2024;1;2024-01;Viseu;Viseu;São Cipriano e Vil de Souto;Configuração de EMI;3;182340
2024;1;2024-01;Viseu;Viseu;São João de Lourosa;Configuração de EMI;1;182327
2024;1;2024-01;Viseu;Viseu;São João de Lourosa;Serviço de Corte e Re-Ligação;9;182327
2024;1;2024-01;Viseu;Viseu;São João de Lourosa;Reposição de Potência Contratada;8;182327
2024;1;2024-01;Viseu;Viseu;São Pedro de France;Servico Alteração Contractual;4;182329
2024;1;2024-01;Viseu;Viseu;União das freguesias de Barreiros e Cepões;Redução de Potência Contratada;4;182335
2024;1;2024-01;Viseu;Viseu;União das freguesias de Barreiros e Cepões;Serviço de Corte e Re-Ligação;4;182335
2024;1;2024-01;Viseu;Viseu;União das freguesias de Boa Aldeia, Farminhão e Torredeita;Servico Alteração Contractual;7;182336
2024;1;2024-01;Viseu;Viseu;União das freguesias de Boa Aldeia, Farminhão e Torredeita;Reposição de Potência Contratada;4;182336
2024;1;2024-01;Viseu;Viseu;União das freguesias de Boa Aldeia, Farminhão e Torredeita;Redução de Potência Contratada;7;182336
2024;1;2024-01;Viseu;Viseu;União das freguesias de Faíl e Vila Chã de Sá;Reposição de Potência Contratada;10;182338
2024;1;2024-01;Viseu;Viseu;União das freguesias de Faíl e Vila Chã de Sá;Configuração de EMI;1;182338
2024;1;2024-01;Viseu;Viseu;Viseu;Serviço de Corte e Re-Ligação;35;182341
2024;1;2024-01;Viseu;Viseu;Viseu;REMOTE_ICP_CONFIGURATION;1;182341
2024;1;2024-01;Viseu;Vouzela;Alcofra;Redução de Potência Contratada;2;182401
2024;1;2024-01;Viseu;Vouzela;Alcofra;Reposição de Potência Contratada;2;182401
2024;1;2024-01;Viseu;Vouzela;Campia;Reposição de Potência Contratada;3;182403
2024;1;2024-01;Viseu;Vouzela;Campia;Redução de Potência Contratada;4;182403
2024;1;2024-01;Viseu;Vouzela;Queirã;Reposição de Potência Contratada;1;182409
2024;1;2024-01;Viseu;Vouzela;Queirã;Servico Alteração Contractual;1;182409
2024;1;2024-01;Viseu;Vouzela;São Miguel do Mato;Redução de Potência Contratada;1;182410
2024;1;2024-01;Viseu;Vouzela;União das freguesias de Cambra e Carvalhal de Vermilhas;Reposição de Potência Contratada;4;182413
2024;1;2024-01;Viseu;Vouzela;União das freguesias de Fataunços e Figueiredo das Donas;Servico Alteração Contractual;2;182414
2024;1;2024-01;Viseu;Vouzela;União das freguesias de Vouzela e Paços de Vilharigues;Serviço de Corte e Re-Ligação;4;182415
2024;1;2024-01;Viseu;Vouzela;Ventosa;Serviço de Corte e Re-Ligação;1;182411
2024;1;2024-01;Évora;Alandroal;Santiago Maior;Servico Alteração Contractual;1;070103
2024;1;2024-01;Évora;Alandroal;Terena (São Pedro);Redução de Potência Contratada;6;070105
2024;1;2024-01;Évora;Alandroal;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);Redução de Potência Contratada;9;070107
2024;1;2024-01;Évora;Arraiolos;Arraiolos;Redução de Potência Contratada;15;070201
2024;1;2024-01;Évora;Arraiolos;Arraiolos;Reposição de Potência Contratada;14;070201
2024;1;2024-01;Évora;Arraiolos;Igrejinha;Redução de Potência Contratada;2;070202
2024;1;2024-01;Évora;Arraiolos;Igrejinha;Reposição de Potência Contratada;1;070202
2024;1;2024-01;Évora;Arraiolos;Vimieiro;Redução de Potência Contratada;6;070206
2024;1;2024-01;Évora;Borba;Borba (Matriz);Serviço de Corte e Re-Ligação;3;070301
2024;1;2024-01;Évora;Borba;Borba (Matriz);Configuração de EMI;3;070301
2024;1;2024-01;Évora;Borba;Borba (São Bartolomeu);Servico Alteração Contractual;1;070304
2024;1;2024-01;Évora;Borba;Borba (São Bartolomeu);Redução de Potência Contratada;3;070304
2024;1;2024-01;Évora;Borba;Rio de Moinhos;Configuração de EMI;1;070303
2024;1;2024-01;Évora;Estremoz;Arcos;Servico Alteração Contractual;5;070401
2024;1;2024-01;Évora;Estremoz;Glória;Reposição de Potência Contratada;1;070402
2024;1;2024-01;Évora;Estremoz;São Domingos de Ana Loura;Servico Alteração Contractual;1;070411
2024;1;2024-01;Évora;Estremoz;União das freguesias de Estremoz (Santa Maria e Santo André);Servico Alteração Contractual;35;070414
2024;1;2024-01;Évora;Estremoz;União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;Servico Alteração Contractual;1;070416
2024;1;2024-01;Évora;Estremoz;União das freguesias do Ameixial (Santa Vitória e São Bento);Servico Alteração Contractual;1;070417
2024;1;2024-01;Évora;Estremoz;Veiros;Redução de Potência Contratada;6;070413
2024;1;2024-01;Évora;Estremoz;Évora Monte (Santa Maria);Servico Alteração Contractual;2;070404
2024;1;2024-01;Évora;Montemor-o-Novo;Foros de Vale de Figueira;Serviço de Corte e Re-Ligação;1;070610
2024;1;2024-01;Évora;Montemor-o-Novo;Foros de Vale de Figueira;Reposição de Potência Contratada;4;070610
2024;1;2024-01;Évora;Montemor-o-Novo;Santiago do Escoural;Reposição de Potência Contratada;4;070605
2024;1;2024-01;Évora;Montemor-o-Novo;Santiago do Escoural;Redução de Potência Contratada;6;070605
2024;1;2024-01;Évora;Montemor-o-Novo;São Cristóvão;Serviço de Corte e Re-Ligação;3;070606
2024;1;2024-01;Évora;Montemor-o-Novo;São Cristóvão;Reposição de Potência Contratada;2;070606
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Cortiçadas de Lavre e Lavre;Reposição de Potência Contratada;4;070611
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Cortiçadas de Lavre e Lavre;Redução de Potência Contratada;7;070611
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;Configuração de EMI;4;070612
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;Reposição de Potência Contratada;60;070612
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;Servico Alteração Contractual;30;070612
2024;1;2024-01;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;Redução de Potência Contratada;68;070612
2024;1;2024-01;Évora;Mora;Cabeção;Redução de Potência Contratada;3;070702
2024;1;2024-01;Évora;Mora;Cabeção;Serviço de Corte e Re-Ligação;2;070702
2024;1;2024-01;Évora;Mora;Mora;Servico Alteração Contractual;5;070703
2024;1;2024-01;Évora;Mora;Pavia;Servico Alteração Contractual;2;070704
2024;1;2024-01;Évora;Mora;Pavia;Reposição de Potência Contratada;2;070704
2024;1;2024-01;Évora;Mourão;Granja;Serviço de Corte e Re-Ligação;1;070801
2024;1;2024-01;Évora;Mourão;Luz;Serviço de Corte e Re-Ligação;1;070802
2024;1;2024-01;Évora;Mourão;Mourão;Reposição de Potência Contratada;5;070803
2024;1;2024-01;Évora;Mourão;Mourão;Configuração de EMI;1;070803
2024;1;2024-01;Évora;Portel;Monte do Trigo;Redução de Potência Contratada;7;070903
2024;1;2024-01;Évora;Portel;Portel;REMOTE_ICP_CONFIGURATION;3;070905
2024;1;2024-01;Évora;Portel;Portel;Reposição de Potência Contratada;17;070905
2024;1;2024-01;Évora;Portel;Santana;Servico Alteração Contractual;2;070906
2024;1;2024-01;Évora;Portel;União das freguesias de Amieira e Alqueva;Serviço de Corte e Re-Ligação;1;070909
2024;1;2024-01;Évora;Portel;União das freguesias de Amieira e Alqueva;Servico Alteração Contractual;1;070909
2024;1;2024-01;Évora;Portel;União das freguesias de São Bartolomeu do Outeiro e Oriola;Redução de Potência Contratada;8;070910
2024;1;2024-01;Évora;Portel;União das freguesias de São Bartolomeu do Outeiro e Oriola;Servico Alteração Contractual;2;070910
2024;1;2024-01;Évora;Portel;União das freguesias de São Bartolomeu do Outeiro e Oriola;Reposição de Potência Contratada;7;070910
2024;1;2024-01;Évora;Redondo;Montoito;Serviço de Corte e Re-Ligação;4;071001
2024;1;2024-01;Évora;Redondo;Montoito;Servico Alteração Contractual;6;071001
2024;1;2024-01;Évora;Redondo;Redondo;Redução de Potência Contratada;33;071002
2024;1;2024-01;Évora;Redondo;Redondo;Servico Alteração Contractual;25;071002
2024;1;2024-01;Évora;Reguengos de Monsaraz;Corval;Redução de Potência Contratada;6;071102
2024;1;2024-01;Évora;Reguengos de Monsaraz;Monsaraz;Redução de Potência Contratada;7;071103
2024;1;2024-01;Évora;Reguengos de Monsaraz;Monsaraz;Reposição de Potência Contratada;3;071103
2024;1;2024-01;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;Reposição de Potência Contratada;54;071104
2024;1;2024-01;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;Servico Alteração Contractual;26;071104
2024;1;2024-01;Évora;Reguengos de Monsaraz;União das freguesias de Campo e Campinho;Serviço de Corte e Re-Ligação;3;071106
2024;1;2024-01;Évora;Vendas Novas;Landeira;Reposição de Potência Contratada;1;071202
2024;1;2024-01;Évora;Vendas Novas;Vendas Novas;Servico Alteração Contractual;30;071201
2024;1;2024-01;Évora;Viana do Alentejo;Alcáçovas;Configuração de EMI;1;071301
2024;1;2024-01;Évora;Viana do Alentejo;Alcáçovas;Redução de Potência Contratada;15;071301
2024;1;2024-01;Évora;Viana do Alentejo;Alcáçovas;Servico Alteração Contractual;10;071301
2024;1;2024-01;Évora;Viana do Alentejo;Viana do Alentejo;Reposição de Potência Contratada;18;071302
2024;1;2024-01;Évora;Viana do Alentejo;Viana do Alentejo;Redução de Potência Contratada;25;071302
2024;1;2024-01;Évora;Vila Viçosa;Bencatel;Reposição de Potência Contratada;4;071401
2024;1;2024-01;Évora;Vila Viçosa;Ciladas;Redução de Potência Contratada;1;071402
2024;1;2024-01;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Reposição de Potência Contratada;26;071406
2024;1;2024-01;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Servico Alteração Contractual;16;071406
2024;1;2024-01;Évora;Vila Viçosa;Pardais;Serviço de Corte e Re-Ligação;1;071404
2024;1;2024-01;Évora;Évora;Canaviais;Reposição de Potência Contratada;6;070515
2024;1;2024-01;Évora;Évora;Canaviais;Servico Alteração Contractual;8;070515
2024;1;2024-01;Évora;Évora;São Bento do Mato;Servico Alteração Contractual;2;070506
2024;1;2024-01;Évora;Évora;São Bento do Mato;Redução de Potência Contratada;5;070506
2024;1;2024-01;Évora;Évora;São Bento do Mato;Configuração de EMI;1;070506
2024;1;2024-01;Évora;Évora;União das freguesias de Bacelo e Senhora da Saúde;Redução de Potência Contratada;73;070522
2024;1;2024-01;Évora;Évora;União das freguesias de Bacelo e Senhora da Saúde;Serviço de Corte e Re-Ligação;8;070522
2024;1;2024-01;Évora;Évora;União das freguesias de Malagueira e Horta das Figueiras;Serviço de Corte e Re-Ligação;11;070524
2024;1;2024-01;Évora;Évora;União das freguesias de Malagueira e Horta das Figueiras;Reposição de Potência Contratada;51;070524
2024;1;2024-01;Évora;Évora;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;Reposição de Potência Contratada;4;070525
